,Timestamp,I agree to these terms and conditions,Role,Training,Location,Work description,Level of computational skills,Comfort in developing computational skills,Approach to solutions,Frequency of script usage,Best practices articles,Written tutorials,Video tutorial,Interactive webinar,Office hours,One day seminar,Multiday workshop,Image analysis theory,Image analysis practices,Topics related to sub discipline,Specific software tool,Deep learning for image analysis,Analyzing large images,Visualization of results,Microscopy for life sciences physical sciences,Commonly used image analysis tools,Most used image analysis tools,Brightfield/DIC/phase-contrast manually acquired,Brightfield/DIC/phase-contrast automated,Fluorescent images manually acquired,Fluorescent images automated,Histological tissue sections,Electron microscopy,Imaging mass spectrometry,Imaging flow cytometry,Superresolution (PALM/STORM),Autofluorescence imaging (ie FLIM),Other,Well solved image analysis problems,Image analysis problems which needs better solutions,What image analysis tools have you used before? (check all that apply).1,What image analysis tools do you use the most?.1,Optical microscopy/DIC/fractography,Scanning electron microscopy,Transmission electron microscopy,Spectroscopy/diffractive imaging in the SEM/TEM,Imaging with mass spectrometry,X-ray microscopy,Atomic force microscopy,Fluorescence microscopy,Other,Well solved image analysis problems-physical sciences,Image analysis problems which needs better solutions physical sciences,hear about this survey,Previous experience,Number of conferences/workshops attended,Notification of image analysis workshop,Experience with previous workshops/conferences,Recommended conferences/workshops,Topics of interest,Creators role,Users role,Other thoughts,Subscription,Imaging,Balanced,Analyst,Work type,Knowledge of computational skills,Comfort
165,5/17/2022 6:13,Yes,Facility director,Physics/Biophysics,Europe,2.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Sometimes,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Somewhat preferable,Very interested,Moderately interested,Very interested,Moderately interested,Somewhat interested,Moderately interested,Moderately interested,Physical Sciences,,,,,,,,,,,,,,,,"Commercial software that comes with my microscope (AutoMET, Gatan Digital Micrograph. Aztec, etc), Open source point-and-click software (ImageJ, FIJI, Gwyddion, etc), Computational libraries and scripts (python (scikit-image), MATLAB, etc)","Commercial software that comes with my microscope (AutoMET, Gatan Digital Micrograph. Aztec, etc)",,,2D,2D,,,,2D,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,Neubias school,,,give more ewxamplary images,First do imaging right,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
166,5/17/2022 6:21,Yes,Research scientist,Chemistry/Biochemistry,Europe,3.0,3.0,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,2D,"2D, 2D + time","2D, 2D + time",,2D,,,,,,counting nuclei,"SEM segmentation (particles, fibers, porous structures)",,,,,,,,,,,,,,"Postings on image.sc forum or microforum, Twitter",Workshop/tutorial on imaging or image analysis,Some,Twitter,"napari plugin hackathon/workshop, very hands on with great support from experienced devs",,,"Docs and easy to run examples (notebooks, sample data, etc.)","Better descriptions of problems (notebooks, sample data), greater engagement with devs.",,No,False,True,False,Balanced,Medium skill,High comfort
167,5/17/2022 6:26,Yes,Image/data analyst,Physics/Biophysics,Europe,6.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Often,Somewhat preferable,Very preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Not at all preferable,Moderately preferable,Moderately interested,Very interested,Somewhat interested,Moderately interested,Somewhat interested,Very interested,Moderately interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)","2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time",2D,"2D, 3D (<3000x3000x100)",,,"2D + time, 3D + time",,,nuclei segmentation,membrane segmentation and cell labeling in 3D,,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,Postings on image.sc forum or microforum,Neubias offers a large quantity of options,ASCB ,Image analysis without coding for beginners,Build a repository of available tools,Communicate more with the devs,,Yes,False,False,True,Analyst,Medium skill,High comfort
168,5/17/2022 7:40,Yes,Facility director,Developmental Biology,Europe,2.0,2.0,1.0,Look up solutions generally on the internet (Google),Never,Not at all preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Somewhat interested,Somewhat interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Other commercial software (Imaris, Volocity, etc)",,,,,,2D,2D,,,,"3D (<3000x3000x100), 3D large volume + time",,Segmentation from micro-CT volumes or noisy confocal datasets,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",None,Email list,,,,,,,No,True,False,False,Imaging,Low skill,Low comfort
169,5/17/2022 7:51,Yes,Facility director,Cell/Molecular Biology,Europe,3.0,4.0,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Somewhat preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, etc)",2D + time,2D + time,2D + time,2D + time,2D,"2D, 3D (<3000x3000x100), 3D (SPIM/large volume)",,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,Email list,,,,,,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
170,5/17/2022 7:54,Yes,Facility staff,"Cell/Molecular Biology, Statistics/Biostatistics",Europe,3.0,6.0,6.0,Sit down with a tool I know and start playing with the data,Sometimes,Not at all preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Somewhat preferable,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,"2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100)",2D,2D,,,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,,,,Embrace open file formats. Not sure how to persuade them...,,,Yes,False,True,False,Balanced,High skill,High comfort
171,5/17/2022 8:00,Yes,Undergraduate/Graduate student,"Physics/Biophysics, Chemistry/Biochemistry, Cell/Molecular Biology, Developmental Biology",Asia,5.0,2.0,2.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Somewhat preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",3D large volume + time,,3D (<3000x3000x100),3D large volume + time,,,,,,,,,,,,,,,,,,,,,,,The Images2Knowledge(I2K) conference,Workshop/tutorial on imaging or image analysis,Few,Email list,,,,,,,Yes,False,True,False,Balanced,Low skill,Low comfort
172,5/17/2022 8:03,Yes,Facility staff,"Cell/Molecular Biology, Medicine",Europe,4.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Moderately preferable,Moderately preferable,Very preferable,Moderately preferable,Very preferable,Moderately preferable,Very preferable,Moderately interested,Moderately interested,Very interested,Moderately interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,,,,"2D, 3D (<3000x3000x100)",,,,,,finding nuclei,intracellular segmentation,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,Interaction with tutors,,overviews and comparisons between software,much better and clearer documentation that is up to date. providing with training datasets where you can detect mistakes/errors during learning,"participate and share in mailing lists, forums etc. about image analysis",,No,False,True,False,Balanced,Medium skill,Medium comfort
173,5/17/2022 8:03,Yes,Facility director,Cell/Molecular Biology,Europe,2.0,4.0,4.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me",Never,Somewhat preferable,Moderately preferable,Very preferable,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Somewhat interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time",,"2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)",,2D,2D,,,,"2D, 2D + time, 3D + time",,finding uclei if threshhold is possible,machine learning,,,,,,,,,,,,,,Email list,Conference session on imaging or image analysis,Few,Email list,,ELMI,big data,communicate with users,communicate with developers,,No,True,False,False,Imaging,Medium skill,Medium comfort
174,5/17/2022 8:13,Yes,Image/data analyst,"Chemistry/Biochemistry, Cell/Molecular Biology",Europe,4.0,7.0,7.0,Sit down with a tool I know and start playing with the data,Often,Moderately preferable,Very preferable,Very preferable,Somewhat preferable,Moderately preferable,Very preferable,Moderately preferable,Moderately interested,Somewhat interested,Moderately interested,Somewhat interested,Moderately interested,Somewhat interested,Somewhat interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,,3D (<3000x3000x100),,2D,"2D, 3D (<3000x3000x100), 3D (SPIM/large volume)",,,2D,,,nuclei and mitochondria,ER,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Postings on image.sc forum or microforum,NEUBIAS Conference,ASCB,,,Contact local imaging facility before starting a project,,Yes,False,True,False,Balanced,High skill,High comfort
